"","ppt","horse_name","length_description","origin","response","description","in_analysis"
"302",37,"Urban Legend",11,"Created","7","Urban Legend was in the mix with a generous weight.","No"
"303",37,"Blue Blaze",9,"Created","5","Blue Blaze hit the rising ground on the steel.","No"
"304",37,"Solar Flash",11,"Created","6","Solar Flash had a bit to spare in a quiet sit.","No"
"305",37,"Worthing",9,"Created","7","Worthing flowed in the turf course running in blinkers.","No"
"306",37,"Desert Flower",9,"Created","4","Desert Flower ran in snatches, still on the bridle.","No"
"307",37,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","No"
"308",37,"Estragon",11,"Attheraces","3","Estragon was left-handed and secured a hat-trick.","No"
"309",37,"Silver Phantom",10,"Created","2","Silver Phantom heard the clock tick in the last furlong.","No"
"310",37,"Karerin",11,"Attheraces","6","Karenin was placed and took it to the wire.","No"
"311",37,"Bramble Halo",9,"Created","6","Bramble Hallo was known for sitting handy and traveling.","No"
"312",37,"Midnight Inferno",6,"Created","7","Midnight Inferno nursed it through gears.","No"
"313",37,"Copper Legacy",8,"Created","3","Copper Legacy hung left in the turf course.","No"
"314",37,"Nimbus Crest",12,"Created","6","Nimbus Crest is a sharp sire who settled and saw it out.","No"
"315",37,"Gilded Lily",9,"Created","7","Gilded Lily charged to the line on the gallops.","No"
"316",37,"Lovelace",12,"Attheraces","3","Lovelace was first-time hooded and worked the oracle.","No"
"317",37,"Vladimir",12,"Attheraces","9","Vladimir was narrowly beaten in a fair maiden on the turf course.","No"
"318",37,"Electric Stride",10,"Created","7","Electric Stride was by Miller and came widest, always holding.","No"
"319",37,"Indigo Marc",9,"Created","6","Indigo Marc found another leg in the last furlong.","No"
"320",37,"Emerald",9,"Created","7","Emerald was a picture in running at 7 furlongs.","No"
"321",36,"Black Ember",8,"Created","3","Black Ember had matters in safekeeping turning in.","Yes"
"322",36,"Lightning Monarch",10,"Created","7","Lightning Monarch settled his own sums in the turf course.","Yes"
"323",36,"Flint Sonata",13,"Created","7","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"324",36,"Stockman",13,"Attheraces","6","Stockman led them a merry dance after being pipped.","Yes"
"325",36,"Silent Eclipse",8,"Created","4","Silent Eclipse travelled into the dip, digging deep.","Yes"
"326",36,"Blue Blaze",9,"Created","6","Blue Blaze hit the rising ground on the steel.","Yes"
"327",36,"Oblique Runner",9,"Created","6","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"328",36,"Crimson Eclipse",10,"Created","3","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"329",36,"Neon Charger",9,"Created","5","Neon Charger was let in lightly on prior evidence.","Yes"
"330",36,"Wave Rider",9,"Created","4","Wave Rider broke hearts late after dropping in class.","Yes"
"331",36,"Auric Vale",9,"Created","4","Auric Vale took the measure in first-time hood.","Yes"
"332",36,"Worthing",9,"Created","7","Worthing flowed in the turf course running in blinkers.","Yes"
"333",36,"Vanya",10,"Attheraces","7","Vanya reverted to the flat and the sand boded well.","Yes"
"334",36,"Comet Stride",7,"Created","4","Comet Stride had claimer and came widest.","Yes"
"335",36,"Skybreaker",10,"Created","8","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"336",36,"Royal Rebel",8,"Created","4","Royal Rebel was visored for the first time.","Yes"
"337",36,"Velvet Thunder",12,"Created","6","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"338",36,"Solar Flash",11,"Created","8","Solar Flash had a bit to spare in a quiet sit.","Yes"
"339",36,"Leeloo",12,"Created","5","Leeloo was on a string despite being collared in the closing stages.","Yes"
"340",36,"Vladimir",12,"Attheraces","4","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"341",36,"Blue Horizon",9,"Gemini","6","Blue Horizon raced without the cheekpieces.","Yes"
"342",36,"Electric Stride",10,"Created","4","Electric Stride was by Miller and came widest, always holding.","Yes"
"343",36,"Midnight Inferno",6,"Created","4","Midnight Inferno nursed it through gears.","Yes"
"344",36,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"345",36,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"346",36,"Bramble Halo",9,"Created","6","Bramble Hallo was known for sitting handy and traveling.","Yes"
"347",36,"Pale Corsair",7,"Created","6","Pale Corsair found plenty off the bridle.","Yes"
"348",36,"Star Dust",11,"Created","6","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"349",36,"Diamond Hood",6,"Created","6","Diamond Hood found under minimal cajoling.","Yes"
"350",36,"Gilded Lily",9,"Created","7","Gilded Lily charged to the line on the gallops.","Yes"
"351",36,"Red Meridian",8,"Created","4","Red Meridian caught the eye at the flats.","Yes"
"352",36,"Silversky",8,"Attheraces","4","Silversky began his handicap career last time out.","Yes"
"353",36,"Steady Fighter",9,"Created","4","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"354",36,"Swift Valor",9,"Created","4","Swift Valor went through the bridle approaching the pole.","Yes"
"355",36,"Brave Horizon",9,"Created","6","Brave Horizon had them stretched before the furlong pole.","Yes"
"356",36,"Scarlet Racer",12,"Created","6","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"357",36,"Port Louis",13,"Attheraces","7","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"358",36,"Celestial Queen",10,"Created","6","Celestial Queen answered every call in a field of fillies.","Yes"
"359",36,"Echo Fury",7,"Created","6","Echo Fury held under a tender ride.","Yes"
"360",36,"Emerald",9,"Created","6","Emerald was a picture in running at 7 furlongs.","Yes"
"361",36,"Desert Flower",9,"Created","4","Desert Flower ran in snatches, still on the bridle.","Yes"
"362",36,"Summer Breeze",9,"Created","4","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"363",36,"Karerin",11,"Attheraces","6","Karenin was placed and took it to the wire.","Yes"
"364",36,"Urban Legend",11,"Created","4","Urban Legend was in the mix with a generous weight.","Yes"
"365",36,"Silver Phantom",10,"Created","4","Silver Phantom heard the clock tick in the last furlong.","Yes"
"366",36,"Moss Relic",12,"Created","4","Moss Relic was always in the box seat under a cool ride.","Yes"
"367",36,"Nimbus Crest",12,"Created","6","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"368",36,"Dark Mirage",8,"Created","6","Dark Mirage found the seam with first-time blinkers.","Yes"
"369",36,"Lunar Charger",9,"Created","7","Lunar Charger was bred for trip and came cruising.","Yes"
"370",36,"Ruby Ash",9,"Created","5","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"371",36,"Lovelace",12,"Attheraces","4","Lovelace was first-time hooded and worked the oracle.","Yes"
"372",36,"Air Ace",6,"Created","6","Air Ace, gelded recently, made headway.","Yes"
"373",36,"Golden Tempest",7,"Created","4","Golden Tempest did mind the business end.","Yes"
"374",36,"Green Dusk",11,"Created","6","Green Dusk had a shade snug in the sands last time.","Yes"
"375",36,"Ticker Pike",6,"Created","4","Ticker Pike had it written beforehand.","Yes"
"376",36,"Copper Legacy",8,"Created","4","Copper Legacy hung left in the turf course.","Yes"
"377",36,"Estragon",11,"Attheraces","7","Estragon was left-handed and secured a hat-trick.","Yes"
"378",36,"Onyx Rune",7,"Created","7","Onyx Rune answered every question readily.","Yes"
"379",36,"Gallant Storm",11,"Created","6","Gallant Storm was out of a stager and sat box seat.","Yes"
"380",36,"Flashfire",9,"Created","4","Flashfire had a line to the judge being covered.","Yes"
"381",36,"Indigo Marc",9,"Created","6","Indigo Marc found another leg in the last furlong.","Yes"
"382",36,"Bold Pride",9,"Created","6","Bold Pride was from a shrewd yard and cruising.","Yes"
"383",36,"Nightfall",8,"Created","4","Nightfall proved over the trip after running green.","Yes"
"384",36,"Saffron Crest",9,"Created","6","Saffron Crest was bred stout and asserted without stick.","Yes"
"385",35,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","Yes"
"386",35,"Bold Pride",9,"Created","6","Bold Pride was from a shrewd yard and cruising.","Yes"
"387",35,"Black Ember",8,"Created","5","Black Ember had matters in safekeeping turning in.","Yes"
"388",35,"Air Ace",6,"Created","8","Air Ace, gelded recently, made headway.","Yes"
"389",35,"Skybreaker",10,"Created","9","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"390",35,"Estragon",11,"Attheraces","5","Estragon was left-handed and secured a hat-trick.","Yes"
"391",35,"Ruby Ash",9,"Created","6","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"392",35,"Bramble Halo",9,"Created","5","Bramble Hallo was known for sitting handy and traveling.","Yes"
"393",35,"Silversky",8,"Attheraces","9","Silversky began his handicap career last time out.","Yes"
"394",35,"Blue Horizon",9,"Gemini","6","Blue Horizon raced without the cheekpieces.","Yes"
"395",35,"Celestial Queen",10,"Created","9","Celestial Queen answered every call in a field of fillies.","Yes"
"396",35,"Royal Rebel",8,"Created","4","Royal Rebel was visored for the first time.","Yes"
"397",35,"Vladimir",12,"Attheraces","8","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"398",35,"Indigo Marc",9,"Created","6","Indigo Marc found another leg in the last furlong.","Yes"
"399",35,"Auric Vale",9,"Created","6","Auric Vale took the measure in first-time hood.","Yes"
"400",35,"Lovelace",12,"Attheraces","5","Lovelace was first-time hooded and worked the oracle.","Yes"
"401",35,"Star Dust",11,"Created","6","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"402",35,"Gallant Storm",11,"Created","5","Gallant Storm was out of a stager and sat box seat.","Yes"
"403",35,"Midnight Inferno",6,"Created","5","Midnight Inferno nursed it through gears.","Yes"
"404",35,"Dark Mirage",8,"Created","6","Dark Mirage found the seam with first-time blinkers.","Yes"
"405",35,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"406",35,"Stockman",13,"Attheraces","7","Stockman led them a merry dance after being pipped.","Yes"
"407",35,"Leeloo",12,"Created","4","Leeloo was on a string despite being collared in the closing stages.","Yes"
"408",35,"Crimson Eclipse",10,"Created","7","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"409",35,"Lightning Monarch",10,"Created","6","Lightning Monarch settled his own sums in the turf course.","Yes"
"410",35,"Onyx Rune",7,"Created","4","Onyx Rune answered every question readily.","Yes"
"411",35,"Silent Eclipse",8,"Created","4","Silent Eclipse travelled into the dip, digging deep.","Yes"
"412",35,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"413",35,"Silver Phantom",10,"Created","6","Silver Phantom heard the clock tick in the last furlong.","Yes"
"414",35,"Blue Blaze",9,"Created","8","Blue Blaze hit the rising ground on the steel.","Yes"
"415",35,"Solar Flash",11,"Created","4","Solar Flash had a bit to spare in a quiet sit.","Yes"
"416",35,"Flashfire",9,"Created","5","Flashfire had a line to the judge being covered.","Yes"
"417",35,"Ticker Pike",6,"Created","5","Ticker Pike had it written beforehand.","Yes"
"418",35,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"419",35,"Karerin",11,"Attheraces","5","Karenin was placed and took it to the wire.","Yes"
"420",35,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"421",35,"Steady Fighter",9,"Created","7","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"422",35,"Lunar Charger",9,"Created","8","Lunar Charger was bred for trip and came cruising.","Yes"
"423",35,"Copper Legacy",8,"Created","5","Copper Legacy hung left in the turf course.","Yes"
"424",35,"Urban Legend",11,"Created","6","Urban Legend was in the mix with a generous weight.","Yes"
"425",35,"Brave Horizon",9,"Created","6","Brave Horizon had them stretched before the furlong pole.","Yes"
"426",35,"Echo Fury",7,"Created","7","Echo Fury held under a tender ride.","Yes"
"427",35,"Scarlet Racer",12,"Created","7","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"428",35,"Green Dusk",11,"Created","4","Green Dusk had a shade snug in the sands last time.","Yes"
"429",35,"Wave Rider",9,"Created","3","Wave Rider broke hearts late after dropping in class.","Yes"
"430",35,"Nightfall",8,"Created","6","Nightfall proved over the trip after running green.","Yes"
"431",35,"Electric Stride",10,"Created","6","Electric Stride was by Miller and came widest, always holding.","Yes"
"432",35,"Nimbus Crest",12,"Created","7","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"433",35,"Desert Flower",9,"Created","5","Desert Flower ran in snatches, still on the bridle.","Yes"
"434",35,"Summer Breeze",9,"Created","6","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"435",35,"Worthing",9,"Created","9","Worthing flowed in the turf course running in blinkers.","Yes"
"436",35,"Diamond Hood",6,"Created","6","Diamond Hood found under minimal cajoling.","Yes"
"437",35,"Gilded Lily",9,"Created","10","Gilded Lily charged to the line on the gallops.","Yes"
"438",35,"Comet Stride",7,"Created","3","Comet Stride had claimer and came widest.","Yes"
"439",35,"Saffron Crest",9,"Created","8","Saffron Crest was bred stout and asserted without stick.","Yes"
"440",35,"Golden Tempest",7,"Created","6","Golden Tempest did mind the business end.","Yes"
"441",35,"Pale Corsair",7,"Created","6","Pale Corsair found plenty off the bridle.","Yes"
"442",35,"Oblique Runner",9,"Created","6","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"443",35,"Swift Valor",9,"Created","2","Swift Valor went through the bridle approaching the pole.","Yes"
"444",35,"Vanya",10,"Attheraces","6","Vanya reverted to the flat and the sand boded well.","Yes"
"445",35,"Velvet Thunder",12,"Created","4","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"446",35,"Emerald",9,"Created","8","Emerald was a picture in running at 7 furlongs.","Yes"
"447",35,"Moss Relic",12,"Created","4","Moss Relic was always in the box seat under a cool ride.","Yes"
"448",35,"Flint Sonata",13,"Created","5","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"449",34,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"450",34,"Solar Flash",11,"Created","7","Solar Flash had a bit to spare in a quiet sit.","Yes"
